"REF_DATE","GEO","DGUID","Trade flow detail","Product","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Alberta","2016A000248","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113710656","10.22.6","248","","","","0"
"2012","Alberta","2016A000248","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113710656","10.22.6","3009","","","","0"
"2013","Alberta","2016A000248","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113710656","10.22.6","5052","","","","0"
"2014","Alberta","2016A000248","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113710656","10.22.6","56","","","","0"
"2015","Alberta","2016A000248","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113710656","10.22.6","49","","","","0"
"2016","Alberta","2016A000248","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113710656","10.22.6","659","","","","0"
"2017","Alberta","2016A000248","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113710656","10.22.6","96","","","","0"
"2010","Alberta","2016A000248","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113710657","10.22.7","28974","","","","0"
"2011","Alberta","2016A000248","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113710657","10.22.7","12614","","","","0"
"2012","Alberta","2016A000248","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113710657","10.22.7","20908","","","","0"
"2013","Alberta","2016A000248","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113710657","10.22.7","19078","","","","0"
"2014","Alberta","2016A000248","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113710657","10.22.7","23461","","","","0"
"2015","Alberta","2016A000248","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113710657","10.22.7","28417","","","","0"
"2016","Alberta","2016A000248","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113710657","10.22.7","22811","","","","0"
"2017","Alberta","2016A000248","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113710657","10.22.7","19907","","","","0"
"2010","Alberta","2016A000248","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113710658","10.22.8","4733","","","","0"
"2011","Alberta","2016A000248","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113710658","10.22.8","6798","","","","0"
"2012","Alberta","2016A000248","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113710658","10.22.8","3493","","","","0"
"2013","Alberta","2016A000248","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113710658","10.22.8","4149","","","","0"
"2014","Alberta","2016A000248","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113710658","10.22.8","6373","","","","0"
"2015","Alberta","2016A000248","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113710658","10.22.8","6203","","","","0"
"2016","Alberta","2016A000248","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113710658","10.22.8","5481","","","","0"
"2017","Alberta","2016A000248","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113710658","10.22.8","9771","","","","0"
"2010","British Columbia","2016A000259","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113715672","11.18.4","4273","","","","0"
"2011","British Columbia","2016A000259","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113715672","11.18.4","8106","","","","0"
"2012","British Columbia","2016A000259","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113715672","11.18.4","27898","","","","0"
"2013","British Columbia","2016A000259","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113715672","11.18.4","25593","","","","0"
"2014","British Columbia","2016A000259","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113715672","11.18.4","12306","","","","0"
"2015","British Columbia","2016A000259","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113715672","11.18.4","18106","","","","0"
"2016","British Columbia","2016A000259","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113715672","11.18.4","21654","","","","0"
"2017","British Columbia","2016A000259","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113715672","11.18.4","24990","","","","0"
"2010","British Columbia","2016A000259","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113715673","11.18.7","2137","","","","0"
"2011","British Columbia","2016A000259","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113715673","11.18.7","4920","","","","0"
"2012","British Columbia","2016A000259","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113715673","11.18.7","6191","","","","0"
"2013","British Columbia","2016A000259","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113715673","11.18.7","4412","","","","0"
"2014","British Columbia","2016A000259","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113715673","11.18.7","1812","","","","0"
"2015","British Columbia","2016A000259","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113715673","11.18.7","780","","","","0"
"2016","British Columbia","2016A000259","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113715673","11.18.7","1279","","","","0"
"2017","British Columbia","2016A000259","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113715673","11.18.7","3909","","","","0"
"2010","British Columbia","2016A000259","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113715674","11.18.8","2407","","","","0"
"2011","British Columbia","2016A000259","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113715674","11.18.8","6182","","","","0"
"2012","British Columbia","2016A000259","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113715674","11.18.8","4576","","","","0"
"2013","British Columbia","2016A000259","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113715674","11.18.8","3956","","","","0"
"2014","British Columbia","2016A000259","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113715674","11.18.8","4159","","","","0"
"2015","British Columbia","2016A000259","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113715674","11.18.8","6162","","","","0"
"2016","British Columbia","2016A000259","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113715674","11.18.8","5371","","","","0"
"2017","British Columbia","2016A000259","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113715674","11.18.8","5251","","","","0"
"2010","British Columbia","2016A000259","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716041","11.19.4","10","","","","0"
"2011","British Columbia","2016A000259","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716041","11.19.4","16","","","","0"
"2012","British Columbia","2016A000259","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716041","11.19.4","12","","","","0"
"2013","British Columbia","2016A000259","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716041","11.19.4","26","","","","0"
"2014","British Columbia","2016A000259","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716041","11.19.4","21","","","","0"
"2015","British Columbia","2016A000259","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716041","11.19.4","18","","","","0"
"2016","British Columbia","2016A000259","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716041","11.19.4","757","","","","0"
"2017","British Columbia","2016A000259","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716041","11.19.4","1362","","","","0"
"2010","British Columbia","2016A000259","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716042","11.19.6","63483","","","","0"
"2011","British Columbia","2016A000259","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716042","11.19.6","55401","","","","0"
"2012","British Columbia","2016A000259","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716042","11.19.6","76595","","","","0"
"2013","British Columbia","2016A000259","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716042","11.19.6","95611","","","","0"
"2014","British Columbia","2016A000259","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716042","11.19.6","75939","","","","0"
"2015","British Columbia","2016A000259","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716042","11.19.6","70282","","","","0"
"2016","British Columbia","2016A000259","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716042","11.19.6","85530","","","","0"
"2017","British Columbia","2016A000259","Interprovincial imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716042","11.19.6","14560","","","","0"
"2010","British Columbia","2016A000259","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716043","11.19.7","10434","","","","0"
"2011","British Columbia","2016A000259","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716043","11.19.7","35857","","","","0"
"2012","British Columbia","2016A000259","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716043","11.19.7","44517","","","","0"
"2013","British Columbia","2016A000259","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716043","11.19.7","22487","","","","0"
"2014","British Columbia","2016A000259","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716043","11.19.7","6183","","","","0"
"2015","British Columbia","2016A000259","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716043","11.19.7","46811","","","","0"
"2016","British Columbia","2016A000259","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716043","11.19.7","34485","","","","0"
"2017","British Columbia","2016A000259","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716043","11.19.7","47817","","","","0"
"2010","British Columbia","2016A000259","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716044","11.19.8","19692","","","","0"
"2011","British Columbia","2016A000259","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716044","11.19.8","18832","","","","0"
"2012","British Columbia","2016A000259","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716044","11.19.8","25723","","","","0"
"2013","British Columbia","2016A000259","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716044","11.19.8","20918","","","","0"
"2014","British Columbia","2016A000259","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716044","11.19.8","14669","","","","0"
"2015","British Columbia","2016A000259","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716044","11.19.8","19122","","","","0"
"2016","British Columbia","2016A000259","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716044","11.19.8","17567","","","","0"
"2017","British Columbia","2016A000259","Interprovincial imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716044","11.19.8","15297","","","","0"
"2010","British Columbia","2016A000259","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716426","11.20.4","6648","","","","0"
"2011","British Columbia","2016A000259","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716426","11.20.4","7792","","","","0"
"2012","British Columbia","2016A000259","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716426","11.20.4","8994","","","","0"
"2013","British Columbia","2016A000259","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716426","11.20.4","12061","","","","0"
"2014","British Columbia","2016A000259","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716426","11.20.4","14721","","","","0"
"2015","British Columbia","2016A000259","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716426","11.20.4","11405","","","","0"
"2016","British Columbia","2016A000259","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716426","11.20.4","12064","","","","0"
"2017","British Columbia","2016A000259","International exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716426","11.20.4","13444","","","","0"
"2010","British Columbia","2016A000259","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716427","11.20.6","1339","","","","0"
"2011","British Columbia","2016A000259","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716427","11.20.6","3180","","","","0"
"2012","British Columbia","2016A000259","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716427","11.20.6","5406","","","","0"
"2013","British Columbia","2016A000259","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716427","11.20.6","4970","","","","0"
"2014","British Columbia","2016A000259","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716427","11.20.6","4221","","","","0"
"2015","British Columbia","2016A000259","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716427","11.20.6","4779","","","","0"
"2016","British Columbia","2016A000259","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716427","11.20.6","1288","","","","0"
"2017","British Columbia","2016A000259","International exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716427","11.20.6","2853","","","","0"
"2010","British Columbia","2016A000259","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716428","11.20.7","2578","","","","0"
"2011","British Columbia","2016A000259","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716428","11.20.7","1801","","","","0"
"2012","British Columbia","2016A000259","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716428","11.20.7","2867","","","","0"
"2013","British Columbia","2016A000259","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716428","11.20.7","12443","","","","0"
"2014","British Columbia","2016A000259","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716428","11.20.7","13778","","","","0"
"2015","British Columbia","2016A000259","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716428","11.20.7","14228","","","","0"
"2016","British Columbia","2016A000259","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716428","11.20.7","8995","","","","0"
"2017","British Columbia","2016A000259","International exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716428","11.20.7","3234","","","","0"
"2010","British Columbia","2016A000259","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716429","11.20.8","3709","","","","0"
"2011","British Columbia","2016A000259","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716429","11.20.8","3334","","","","0"
"2012","British Columbia","2016A000259","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716429","11.20.8","4902","","","","0"
"2013","British Columbia","2016A000259","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716429","11.20.8","5577","","","","0"
"2014","British Columbia","2016A000259","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716429","11.20.8","6272","","","","0"
"2015","British Columbia","2016A000259","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716429","11.20.8","6527","","","","0"
"2016","British Columbia","2016A000259","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716429","11.20.8","8559","","","","0"
"2017","British Columbia","2016A000259","International exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716429","11.20.8","8742","","","","0"
"2010","British Columbia","2016A000259","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716773","11.22.4","1349","","","","0"
"2011","British Columbia","2016A000259","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716773","11.22.4","1154","","","","0"
"2012","British Columbia","2016A000259","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716773","11.22.4","1704","","","","0"
"2013","British Columbia","2016A000259","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716773","11.22.4","1913","","","","0"
"2014","British Columbia","2016A000259","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716773","11.22.4","1436","","","","0"
"2015","British Columbia","2016A000259","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716773","11.22.4","1441","","","","0"
"2016","British Columbia","2016A000259","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716773","11.22.4","2472","","","","0"
"2017","British Columbia","2016A000259","International imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113716773","11.22.4","1205","","","","0"
"2010","British Columbia","2016A000259","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113716774","11.22.5","11095","","","","0"
"2011","British Columbia","2016A000259","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113716774","11.22.5","15479","","","","0"
"2012","British Columbia","2016A000259","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113716774","11.22.5","19257","","","","0"
"2013","British Columbia","2016A000259","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113716774","11.22.5","23035","","","","0"
"2014","British Columbia","2016A000259","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113716774","11.22.5","68769","","","","0"
"2015","British Columbia","2016A000259","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113716774","11.22.5","19198","","","","0"
"2016","British Columbia","2016A000259","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113716774","11.22.5","22116","","","","0"
"2017","British Columbia","2016A000259","International imports","Oilseeds (except canola) [MPG111A02]","Dollars","81","thousands","3","v113716774","11.22.5","31253","","","","0"
"2010","British Columbia","2016A000259","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716775","11.22.6","993","","","","0"
"2011","British Columbia","2016A000259","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716775","11.22.6","1655","","","","0"
"2012","British Columbia","2016A000259","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716775","11.22.6","2385","","","","0"
"2013","British Columbia","2016A000259","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716775","11.22.6","1578","","","","0"
"2014","British Columbia","2016A000259","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716775","11.22.6","1419","","","","0"
"2015","British Columbia","2016A000259","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716775","11.22.6","1882","","","","0"
"2016","British Columbia","2016A000259","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716775","11.22.6","2501","","","","0"
"2017","British Columbia","2016A000259","International imports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113716775","11.22.6","109","","","","0"
"2010","British Columbia","2016A000259","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716776","11.22.7","34218","","","","0"
"2011","British Columbia","2016A000259","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716776","11.22.7","21773","","","","0"
"2012","British Columbia","2016A000259","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716776","11.22.7","23513","","","","0"
"2013","British Columbia","2016A000259","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716776","11.22.7","19164","","","","0"
"2014","British Columbia","2016A000259","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716776","11.22.7","34311","","","","0"
"2015","British Columbia","2016A000259","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716776","11.22.7","54267","","","","0"
"2016","British Columbia","2016A000259","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716776","11.22.7","28225","","","","0"
"2017","British Columbia","2016A000259","International imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113716776","11.22.7","36095","","","","0"
"2010","British Columbia","2016A000259","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716777","11.22.8","31374","","","","0"
"2011","British Columbia","2016A000259","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716777","11.22.8","33249","","","","0"
"2012","British Columbia","2016A000259","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716777","11.22.8","21720","","","","0"
"2013","British Columbia","2016A000259","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716777","11.22.8","30126","","","","0"
"2014","British Columbia","2016A000259","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716777","11.22.8","28698","","","","0"
"2015","British Columbia","2016A000259","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716777","11.22.8","32858","","","","0"
"2016","British Columbia","2016A000259","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716777","11.22.8","33548","","","","0"
"2017","British Columbia","2016A000259","International imports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113716777","11.22.8","45214","","","","0"
"2010","Yukon","2016A000260","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113718941","12.18.4","13","","","","0"
"2011","Yukon","2016A000260","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113718941","12.18.4","17","","","","0"
"2012","Yukon","2016A000260","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113718941","12.18.4","0","","","","0"
"2013","Yukon","2016A000260","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113718941","12.18.4","0","","","","0"
"2014","Yukon","2016A000260","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113718941","12.18.4","0","","","","0"
"2015","Yukon","2016A000260","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113718941","12.18.4","0","","","","0"
"2016","Yukon","2016A000260","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113718941","12.18.4","0","","","","0"
"2017","Yukon","2016A000260","Interprovincial exports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113718941","12.18.4","0","","","","0"
"2010","Yukon","2016A000260","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113718942","12.18.6","93","","","","0"
"2011","Yukon","2016A000260","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113718942","12.18.6","111","","","","0"
"2012","Yukon","2016A000260","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113718942","12.18.6","0","","","","0"
"2013","Yukon","2016A000260","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113718942","12.18.6","0","","","","0"
"2014","Yukon","2016A000260","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113718942","12.18.6","0","","","","0"
"2015","Yukon","2016A000260","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113718942","12.18.6","0","","","","0"
"2016","Yukon","2016A000260","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113718942","12.18.6","0","","","","0"
"2017","Yukon","2016A000260","Interprovincial exports","Wheat [MPG111A03]","Dollars","81","thousands","3","v113718942","12.18.6","0","","","","0"
"2014","Yukon","2016A000260","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v115845400","12.18.7","35","","","","0"
"2015","Yukon","2016A000260","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v115845400","12.18.7","52","","","","0"
"2016","Yukon","2016A000260","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v115845400","12.18.7","57","","","","0"
"2017","Yukon","2016A000260","Interprovincial exports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v115845400","12.18.7","62","","","","0"
"2010","Yukon","2016A000260","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113718943","12.18.8","0","","","","0"
"2011","Yukon","2016A000260","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113718943","12.18.8","14","","","","0"
"2012","Yukon","2016A000260","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113718943","12.18.8","1","","","","0"
"2013","Yukon","2016A000260","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113718943","12.18.8","0","","","","0"
"2014","Yukon","2016A000260","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113718943","12.18.8","0","","","","0"
"2015","Yukon","2016A000260","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113718943","12.18.8","0","","","","0"
"2016","Yukon","2016A000260","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113718943","12.18.8","0","","","","0"
"2017","Yukon","2016A000260","Interprovincial exports","Fresh potatoes [MPG111A05]","Dollars","81","thousands","3","v113718943","12.18.8","0","","","","0"
"2010","Yukon","2016A000260","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113719078","12.19.4","1","","","","0"
"2011","Yukon","2016A000260","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113719078","12.19.4","2","","","","0"
"2012","Yukon","2016A000260","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113719078","12.19.4","0","","","","0"
"2013","Yukon","2016A000260","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113719078","12.19.4","0","","","","0"
"2014","Yukon","2016A000260","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113719078","12.19.4","0","","","","0"
"2015","Yukon","2016A000260","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113719078","12.19.4","0","","","","0"
"2016","Yukon","2016A000260","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113719078","12.19.4","0","","","","0"
"2017","Yukon","2016A000260","Interprovincial imports","Canola (including rapeseed) [MPG111A01]","Dollars","81","thousands","3","v113719078","12.19.4","0","","","","0"
"2013","Yukon","2016A000260","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113733581","12.19.7","21","","","","0"
"2014","Yukon","2016A000260","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113733581","12.19.7","0","","","","0"
"2015","Yukon","2016A000260","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113733581","12.19.7","0","","","","0"
"2016","Yukon","2016A000260","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113733581","12.19.7","0","","","","0"
"2017","Yukon","2016A000260","Interprovincial imports","Grains (except wheat) [MPG111A04]","Dollars","81","thousands","3","v113733581","12.19.7","0","","","","0"
